work_order_id,asset_number,work_order_type,request_date,completion_date,technician_id,labor_hours,status
WO-00016644,ASSET-002569,Corrective,2023-06-06,2023-06-29,TECH-0032,18.65,Completed
WO-00016645,ASSET-002569,Preventive,2024-08-21,2024-09-11,TECH-0033,11.71,Completed
WO-00016646,ASSET-002569,Corrective,2025-06-22,2025-06-30,TECH-0003,20.97,Completed
WO-00016647,ASSET-002569,Corrective,2026-08-22,2026-08-27,TECH-0033,12.64,Completed
WO-00016648,ASSET-002569,Corrective,2026-12-10,2027-01-03,TECH-0043,13.44,Completed
WO-00016649,ASSET-002569,Corrective,2026-08-21,2026-09-08,TECH-0032,18.73,Completed
WO-00016650,ASSET-002569,Corrective,2024-10-28,2024-11-03,TECH-0035,13.16,Completed
WO-00016651,ASSET-002570,Recall,2024-10-19,,TECH-0018,38.13,Open
WO-00016652,ASSET-002570,Preventive,2026-05-28,,TECH-0002,18.54,Open
WO-00016653,ASSET-002570,Preventive,2023-03-01,2023-03-28,TECH-0012,38.55,Completed
WO-00016654,ASSET-002570,Corrective,2025-02-08,2025-02-27,TECH-0036,24.48,Completed
WO-00016655,ASSET-002570,Preventive,2025-12-16,2026-01-05,TECH-0007,6.21,Completed
WO-00016656,ASSET-002570,Preventive,2023-05-11,2023-05-24,TECH-0026,15.84,Completed
WO-00016657,ASSET-002570,Preventive,2025-11-23,2025-12-16,TECH-0004,7.24,Completed
WO-00016658,ASSET-002570,Corrective,2025-02-06,2025-03-04,TECH-0011,31.45,Completed
WO-00016659,ASSET-002570,Recall,2024-05-17,2024-05-30,TECH-0030,29.69,Completed
WO-00016660,ASSET-002570,Corrective,2024-04-27,,TECH-0041,34.08,Open
WO-00016661,ASSET-002571,Preventive,2024-01-16,2024-02-10,TECH-0025,29.1,Completed
WO-00016662,ASSET-002571,Corrective,2025-08-24,2025-09-12,TECH-0021,0.75,Completed
WO-00016663,ASSET-002572,Corrective,2026-08-01,2026-08-30,TECH-0016,12.52,Completed
WO-00016664,ASSET-002572,Preventive,2025-11-10,,TECH-0030,23.66,In Progress
WO-00016665,ASSET-002572,Preventive,2025-01-03,2025-01-29,TECH-0047,20.93,Completed
WO-00016666,ASSET-002573,Recall,2024-02-02,,TECH-0006,13.76,Open
WO-00016667,ASSET-002573,Corrective,2024-11-09,2024-11-12,TECH-0009,11.41,Completed
WO-00016668,ASSET-002573,Preventive,2026-01-26,2026-02-17,TECH-0018,39.01,Completed
WO-00016669,ASSET-002573,Preventive,2024-06-04,2024-07-01,TECH-0006,35.88,Completed
WO-00016670,ASSET-002573,Preventive,2023-06-10,,TECH-0000,11.25,Open
WO-00016671,ASSET-002573,Preventive,2025-01-19,2025-01-22,TECH-0035,10.04,Completed
WO-00016672,ASSET-002573,Preventive,2026-07-10,,TECH-0028,34.71,Open
WO-00016673,ASSET-002573,Preventive,2024-12-13,2024-12-14,TECH-0049,38.39,Completed
WO-00016674,ASSET-002574,Corrective,2025-09-23,2025-10-22,TECH-0041,32.02,Completed
WO-00016675,ASSET-002574,Preventive,2023-04-06,2023-05-04,TECH-0034,10.72,Completed
WO-00016676,ASSET-002574,Corrective,2025-10-18,2025-11-14,TECH-0016,11.59,Completed
WO-00016677,ASSET-002575,Corrective,2023-01-05,2023-01-08,TECH-0004,31.13,Completed
WO-00016678,ASSET-002575,Preventive,2024-07-25,2024-07-31,TECH-0020,22.3,Completed
WO-00016679,ASSET-002575,Preventive,2024-06-11,2024-06-30,TECH-0003,14.23,Completed
WO-00016680,ASSET-002575,Corrective,2026-08-20,,TECH-0021,18.87,Open
WO-00016681,ASSET-002575,Preventive,2025-05-28,,TECH-0030,33.99,In Progress
WO-00016682,ASSET-002575,Corrective,2024-06-22,2024-06-30,TECH-0025,18.71,Completed
WO-00016683,ASSET-002575,Corrective,2026-05-16,2026-06-10,TECH-0021,6.04,Completed
WO-00016684,ASSET-002575,Preventive,2026-10-20,2026-10-22,TECH-0001,23.93,Completed
WO-00016685,ASSET-002575,Corrective,2024-09-18,2024-09-28,TECH-0029,10.91,Completed
WO-00016686,ASSET-002576,Inspection,2024-12-07,2024-12-16,TECH-0014,15.3,Completed
WO-00016687,ASSET-002576,Preventive,2024-10-01,2024-10-09,TECH-0049,30.09,Completed
WO-00016688,ASSET-002576,Corrective,2024-08-23,,TECH-0015,6.71,In Progress
WO-00016689,ASSET-002576,Corrective,2026-01-11,2026-01-25,TECH-0035,19.68,Completed
WO-00016690,ASSET-002576,Corrective,2026-02-09,2026-03-04,TECH-0047,4.91,Completed
WO-00016691,ASSET-002576,Corrective,2024-10-02,2024-10-24,TECH-0041,26.88,Completed
WO-00016692,ASSET-002576,Inspection,2024-07-17,2024-07-18,TECH-0045,14.66,Completed
WO-00016693,ASSET-002576,Inspection,2025-08-05,2025-08-21,TECH-0016,13.61,Completed
WO-00016694,ASSET-002576,Preventive,2023-04-15,2023-04-23,TECH-0017,28.57,Completed
WO-00016695,ASSET-002576,Corrective,2026-11-27,2026-12-13,TECH-0002,0.77,Completed
WO-00016696,ASSET-002577,Preventive,2023-07-05,2023-08-01,TECH-0036,15.57,Completed
WO-00016697,ASSET-002577,Corrective,2025-09-07,2025-09-29,TECH-0044,21.42,Completed
WO-00016698,ASSET-002577,Recall,2024-08-18,2024-09-10,TECH-0015,38.52,Completed
WO-00016699,ASSET-002577,Corrective,2023-12-13,2023-12-19,TECH-0033,11.17,Completed
WO-00016700,ASSET-002577,Preventive,2024-01-11,2024-02-06,TECH-0012,21.25,Completed
WO-00016701,ASSET-002577,Recall,2024-11-21,,TECH-0033,26.97,Open
WO-00016702,ASSET-002578,Preventive,2025-05-09,2025-06-06,TECH-0045,3.94,Completed
WO-00016703,ASSET-002578,Corrective,2025-06-12,2025-07-04,TECH-0033,3.17,Completed
WO-00016704,ASSET-002578,Recall,2025-03-14,2025-03-29,TECH-0007,20.43,Completed
WO-00016705,ASSET-002578,Corrective,2026-09-18,2026-10-06,TECH-0004,27.66,Completed
WO-00016706,ASSET-002578,Corrective,2024-03-02,2024-03-09,TECH-0049,34.02,Completed
WO-00016707,ASSET-002578,Recall,2026-11-14,2026-12-05,TECH-0043,31.09,Completed
WO-00016708,ASSET-002579,Corrective,2025-06-07,2025-06-24,TECH-0048,13.21,Completed
WO-00016709,ASSET-002579,Preventive,2025-12-17,,TECH-0027,18.26,Open
WO-00016710,ASSET-002579,Corrective,2026-04-18,2026-05-07,TECH-0010,39.43,Completed
WO-00016711,ASSET-002579,Preventive,2025-01-11,2025-01-21,TECH-0043,16.38,Completed
WO-00016712,ASSET-002579,Corrective,2023-12-26,2023-12-30,TECH-0022,25.44,Completed
WO-00016713,ASSET-002579,Corrective,2024-10-10,2024-11-01,TECH-0036,29.83,Completed
WO-00016714,ASSET-002579,Corrective,2024-11-09,2024-11-17,TECH-0042,22.03,Completed
WO-00016715,ASSET-002579,Corrective,2024-06-24,2024-07-12,TECH-0000,27.19,Completed
WO-00016716,ASSET-002579,Preventive,2023-09-16,2023-09-23,TECH-0018,30.96,Completed
WO-00016717,ASSET-002579,Preventive,2026-04-27,2026-05-27,TECH-0001,35.91,Completed
WO-00016718,ASSET-002579,Corrective,2024-02-25,2024-03-24,TECH-0030,0.7,Completed
WO-00016719,ASSET-002580,Corrective,2023-06-03,2023-06-06,TECH-0032,37.53,Completed
WO-00016720,ASSET-002580,Recall,2025-01-22,2025-02-08,TECH-0009,7.63,Completed
WO-00016721,ASSET-002580,Corrective,2025-03-05,,TECH-0001,35.23,Open
WO-00016722,ASSET-002580,Preventive,2024-07-20,2024-08-04,TECH-0026,3.55,Completed
WO-00016723,ASSET-002580,Corrective,2023-02-08,2023-02-26,TECH-0019,15.72,Completed
WO-00016724,ASSET-002580,Corrective,2024-01-15,2024-02-13,TECH-0016,34.89,Completed
WO-00016725,ASSET-002580,Corrective,2025-02-22,,TECH-0003,38.86,In Progress
WO-00016726,ASSET-002580,Corrective,2025-08-10,2025-08-24,TECH-0016,21.73,Completed
WO-00016727,ASSET-002580,Corrective,2023-02-27,2023-03-25,TECH-0043,19.14,Completed
WO-00016728,ASSET-002581,Recall,2026-05-10,2026-05-18,TECH-0028,37.6,Completed
WO-00016729,ASSET-002581,Inspection,2024-05-08,2024-06-05,TECH-0004,10.52,Completed
WO-00016730,ASSET-002581,Corrective,2025-02-27,2025-03-27,TECH-0033,13.08,Completed
WO-00016731,ASSET-002581,Inspection,2023-03-19,,TECH-0004,3.97,In Progress
WO-00016732,ASSET-002581,Corrective,2026-03-11,2026-03-13,TECH-0037,27.24,Completed
WO-00016733,ASSET-002581,Corrective,2025-10-07,2025-10-22,TECH-0012,23.78,Completed
WO-00016734,ASSET-002581,Recall,2024-09-13,,TECH-0019,5.92,Open
WO-00016735,ASSET-002581,Preventive,2026-03-12,2026-04-05,TECH-0037,22.45,Completed
WO-00016736,ASSET-002582,Corrective,2024-11-23,2024-11-24,TECH-0028,23.69,Completed
WO-00016737,ASSET-002582,Inspection,2024-11-02,2024-11-07,TECH-0027,1.33,Completed
WO-00016738,ASSET-002583,Preventive,2023-10-04,2023-10-15,TECH-0019,37.78,Completed
WO-00016739,ASSET-002583,Recall,2024-05-24,2024-05-27,TECH-0021,11.92,Completed
WO-00016740,ASSET-002583,Corrective,2023-09-14,2023-09-26,TECH-0016,24.57,Completed
WO-00016741,ASSET-002583,Corrective,2026-11-04,2026-11-18,TECH-0026,35.61,Completed
WO-00016742,ASSET-002583,Preventive,2026-07-12,2026-08-06,TECH-0011,26.67,Completed
WO-00016743,ASSET-002583,Preventive,2024-02-28,,TECH-0023,8.5,In Progress
WO-00016744,ASSET-002583,Corrective,2024-02-04,2024-02-20,TECH-0026,11.43,Completed
WO-00016745,ASSET-002583,Corrective,2025-04-13,2025-04-18,TECH-0025,5.24,Completed
WO-00016746,ASSET-002583,Corrective,2023-09-02,2023-09-24,TECH-0033,9.5,Completed
WO-00016747,ASSET-002583,Corrective,2026-04-13,2026-04-14,TECH-0026,28.6,Completed
WO-00016748,ASSET-002584,Corrective,2024-06-08,2024-06-19,TECH-0036,18.91,Completed
WO-00016749,ASSET-002584,Preventive,2026-03-09,2026-03-15,TECH-0032,34.74,Completed
WO-00016750,ASSET-002584,Corrective,2024-11-11,2024-12-02,TECH-0007,17.48,Completed
WO-00016751,ASSET-002584,Preventive,2026-09-04,2026-09-06,TECH-0045,17.93,Completed
WO-00016752,ASSET-002584,Preventive,2026-07-02,2026-07-10,TECH-0022,18.71,Completed
WO-00016753,ASSET-002584,Recall,2026-01-24,2026-02-06,TECH-0010,0.5,Completed
WO-00016754,ASSET-002584,Corrective,2025-05-12,2025-05-16,TECH-0019,23.32,Completed
WO-00016755,ASSET-002584,Corrective,2024-02-17,2024-02-29,TECH-0033,14.5,Completed
WO-00016756,ASSET-002584,Corrective,2023-09-05,2023-09-30,TECH-0032,6.34,Completed
WO-00016757,ASSET-002584,Preventive,2023-07-21,2023-07-25,TECH-0002,24.12,Completed
WO-00016758,ASSET-002584,Preventive,2025-03-05,2025-04-04,TECH-0005,16.16,Completed
WO-00016759,ASSET-002584,Corrective,2025-10-28,2025-11-24,TECH-0022,38.51,Completed
WO-00016760,ASSET-002585,Corrective,2024-09-16,,TECH-0009,21.64,Open
WO-00016761,ASSET-002585,Corrective,2024-12-04,2025-01-01,TECH-0005,10.83,Completed
WO-00016762,ASSET-002585,Preventive,2025-09-09,2025-09-10,TECH-0029,33.97,Completed
WO-00016763,ASSET-002585,Preventive,2026-09-08,2026-09-19,TECH-0027,4.26,Completed
WO-00016764,ASSET-002585,Recall,2025-05-06,2025-06-03,TECH-0004,19.93,Completed
WO-00016765,ASSET-002585,Corrective,2024-01-06,2024-01-19,TECH-0014,6.43,Completed
WO-00016766,ASSET-002586,Inspection,2026-12-09,2026-12-25,TECH-0031,4.69,Completed
WO-00016767,ASSET-002586,Corrective,2025-09-13,2025-09-28,TECH-0001,22.5,Completed
WO-00016768,ASSET-002586,Corrective,2023-07-21,2023-08-03,TECH-0027,16.88,Completed
WO-00016769,ASSET-002586,Corrective,2024-05-04,2024-05-25,TECH-0016,29.9,Completed
WO-00016770,ASSET-002586,Preventive,2024-02-14,2024-03-07,TECH-0010,13.38,Completed
WO-00016771,ASSET-002586,Recall,2023-04-01,,TECH-0022,2.97,Open
WO-00016772,ASSET-002586,Recall,2024-10-01,2024-10-14,TECH-0025,36.36,Completed
WO-00016773,ASSET-002586,Corrective,2024-01-22,2024-02-05,TECH-0036,3.55,Completed
WO-00016774,ASSET-002586,Preventive,2025-12-11,,TECH-0043,16.37,In Progress
WO-00016775,ASSET-002586,Preventive,2023-05-15,2023-06-03,TECH-0015,31.76,Completed
WO-00016776,ASSET-002586,Preventive,2023-06-28,,TECH-0045,30.98,Open
WO-00016777,ASSET-002587,Corrective,2024-02-04,2024-02-27,TECH-0040,34.68,Completed
WO-00016778,ASSET-002587,Preventive,2026-02-14,,TECH-0015,30.76,Open
WO-00016779,ASSET-002587,Corrective,2023-09-22,2023-09-26,TECH-0014,11.44,Completed
WO-00016780,ASSET-002587,Preventive,2025-09-07,,TECH-0031,6.97,Open
WO-00016781,ASSET-002587,Inspection,2023-09-22,2023-10-11,TECH-0042,38.54,Completed
WO-00016782,ASSET-002588,Corrective,2025-07-17,2025-08-08,TECH-0031,14.89,Completed
WO-00016783,ASSET-002588,Corrective,2026-09-13,2026-10-13,TECH-0011,32.43,Completed
WO-00016784,ASSET-002588,Preventive,2025-01-10,2025-02-02,TECH-0006,29.98,Completed
WO-00016785,ASSET-002588,Inspection,2025-04-04,,TECH-0025,34.3,In Progress
WO-00016786,ASSET-002588,Recall,2025-04-26,2025-05-21,TECH-0044,11.86,Completed
WO-00016787,ASSET-002588,Corrective,2026-09-07,,TECH-0008,24.17,In Progress
WO-00016788,ASSET-002588,Preventive,2025-12-13,2025-12-25,TECH-0022,3.75,Completed
WO-00016789,ASSET-002588,Inspection,2026-02-05,2026-02-15,TECH-0014,29.93,Completed
WO-00016790,ASSET-002588,Preventive,2025-05-27,2025-06-20,TECH-0014,5.28,Completed
WO-00016791,ASSET-002588,Corrective,2026-10-27,2026-11-02,TECH-0047,31.11,Completed
WO-00016792,ASSET-002588,Corrective,2026-05-01,2026-05-30,TECH-0020,20.03,Completed
WO-00016793,ASSET-002589,Inspection,2025-05-01,2025-05-26,TECH-0046,22.3,Completed
WO-00016794,ASSET-002589,Corrective,2023-07-09,2023-08-01,TECH-0016,1.13,Completed
WO-00016795,ASSET-002589,Corrective,2025-04-22,2025-05-03,TECH-0035,14.16,Completed
WO-00016796,ASSET-002589,Corrective,2025-04-26,2025-05-04,TECH-0042,28.87,Completed
WO-00016797,ASSET-002589,Corrective,2023-07-24,2023-08-14,TECH-0014,37.99,Completed
WO-00016798,ASSET-002589,Preventive,2023-06-16,2023-07-09,TECH-0022,6.74,Completed
WO-00016799,ASSET-002589,Corrective,2026-08-26,2026-09-05,TECH-0032,21.72,Completed
WO-00016800,ASSET-002589,Corrective,2023-02-03,2023-02-17,TECH-0031,14.43,Completed
WO-00016801,ASSET-002589,Recall,2023-02-12,2023-03-03,TECH-0005,34.22,Completed
WO-00016802,ASSET-002589,Corrective,2026-11-04,2026-11-29,TECH-0043,21.39,Completed
WO-00016803,ASSET-002590,Preventive,2025-08-05,2025-08-07,TECH-0035,33.6,Completed
WO-00016804,ASSET-002590,Inspection,2024-11-04,2024-11-14,TECH-0045,27.3,Completed
WO-00016805,ASSET-002590,Preventive,2024-03-15,2024-04-06,TECH-0026,39.4,Completed
WO-00016806,ASSET-002590,Corrective,2023-12-12,2023-12-28,TECH-0025,29.6,Completed
WO-00016807,ASSET-002590,Inspection,2026-05-20,2026-05-22,TECH-0036,26.0,Completed
WO-00016808,ASSET-002590,Preventive,2024-05-20,2024-05-22,TECH-0043,36.56,Completed
WO-00016809,ASSET-002590,Preventive,2026-10-14,2026-11-11,TECH-0049,37.74,Completed
WO-00016810,ASSET-002590,Recall,2023-12-21,2023-12-25,TECH-0028,36.84,Completed
WO-00016811,ASSET-002590,Corrective,2023-08-14,2023-09-09,TECH-0000,9.88,Completed
WO-00016812,ASSET-002590,Preventive,2024-08-01,2024-08-20,TECH-0018,1.36,Completed
WO-00016813,ASSET-002590,Preventive,2024-09-27,2024-10-10,TECH-0012,12.68,Completed
WO-00016814,ASSET-002590,Corrective,2026-10-08,2026-10-25,TECH-0023,7.53,Completed
WO-00016815,ASSET-002591,Inspection,2023-10-01,2023-10-08,TECH-0049,16.14,Completed
WO-00016816,ASSET-002591,Preventive,2026-08-21,2026-08-24,TECH-0014,4.7,Completed
WO-00016817,ASSET-002591,Preventive,2025-12-05,2026-01-02,TECH-0003,28.8,Completed
WO-00016818,ASSET-002591,Corrective,2026-03-23,2026-04-20,TECH-0017,11.36,Completed
WO-00016819,ASSET-002591,Preventive,2026-08-12,2026-08-25,TECH-0037,1.26,Completed
WO-00016820,ASSET-002591,Preventive,2025-09-16,2025-09-20,TECH-0021,1.77,Completed
WO-00016821,ASSET-002592,Corrective,2025-04-14,2025-05-01,TECH-0009,32.86,Completed
WO-00016822,ASSET-002592,Corrective,2026-08-28,2026-09-14,TECH-0043,32.68,Completed
WO-00016823,ASSET-002592,Corrective,2023-11-08,2023-11-14,TECH-0028,14.88,Completed
WO-00016824,ASSET-002592,Recall,2024-11-20,2024-12-04,TECH-0001,10.97,Completed
WO-00016825,ASSET-002592,Preventive,2023-11-05,2023-11-16,TECH-0015,16.74,Completed
WO-00016826,ASSET-002593,Corrective,2024-03-01,2024-03-10,TECH-0048,39.79,Completed
WO-00016827,ASSET-002593,Corrective,2025-02-12,,TECH-0018,12.83,Open
WO-00016828,ASSET-002593,Inspection,2023-09-03,2023-09-24,TECH-0019,39.76,Completed
WO-00016829,ASSET-002593,Corrective,2024-01-12,2024-02-04,TECH-0001,4.72,Completed
WO-00016830,ASSET-002593,Preventive,2025-12-28,2026-01-01,TECH-0020,16.07,Completed
WO-00016831,ASSET-002593,Inspection,2024-07-08,2024-07-17,TECH-0040,13.28,Completed
WO-00016832,ASSET-002593,Corrective,2025-09-25,2025-10-07,TECH-0048,27.47,Completed
WO-00016833,ASSET-002593,Corrective,2026-01-06,2026-01-11,TECH-0046,2.17,Completed
WO-00016834,ASSET-002593,Corrective,2026-02-11,2026-03-10,TECH-0007,32.17,Completed
WO-00016835,ASSET-002593,Recall,2024-08-05,2024-08-10,TECH-0047,31.28,Completed
WO-00016836,ASSET-002594,Corrective,2025-04-21,2025-05-11,TECH-0003,17.54,Completed
WO-00016837,ASSET-002594,Inspection,2026-01-23,,TECH-0023,32.55,In Progress
WO-00016838,ASSET-002594,Recall,2023-06-09,2023-07-02,TECH-0028,1.02,Completed
WO-00016839,ASSET-002594,Inspection,2023-06-07,2023-07-03,TECH-0047,18.55,Completed
WO-00016840,ASSET-002594,Preventive,2026-08-17,2026-09-11,TECH-0037,16.35,Completed
WO-00016841,ASSET-002594,Corrective,2025-05-19,2025-05-25,TECH-0039,24.27,Completed
WO-00016842,ASSET-002594,Inspection,2026-12-14,2027-01-08,TECH-0010,4.49,Completed
WO-00016843,ASSET-002594,Recall,2023-06-16,2023-07-01,TECH-0037,24.27,Completed
WO-00016844,ASSET-002594,Corrective,2025-07-08,2025-08-04,TECH-0049,12.61,Completed
WO-00016845,ASSET-002595,Corrective,2023-05-21,2023-06-04,TECH-0030,7.08,Completed
WO-00016846,ASSET-002595,Preventive,2024-07-28,2024-07-30,TECH-0044,24.02,Completed
WO-00016847,ASSET-002595,Corrective,2024-05-10,2024-05-20,TECH-0034,24.81,Completed
WO-00016848,ASSET-002595,Inspection,2023-05-12,2023-05-31,TECH-0042,25.82,Completed
WO-00016849,ASSET-002595,Recall,2026-01-09,2026-01-20,TECH-0047,36.79,Completed
WO-00016850,ASSET-002595,Preventive,2024-12-09,2024-12-17,TECH-0016,32.57,Completed
WO-00016851,ASSET-002595,Corrective,2023-10-25,2023-10-27,TECH-0038,8.34,Completed
WO-00016852,ASSET-002595,Inspection,2024-08-12,2024-09-08,TECH-0015,18.46,Completed
WO-00016853,ASSET-002595,Corrective,2023-10-15,2023-10-16,TECH-0040,22.12,Completed
WO-00016854,ASSET-002595,Preventive,2024-09-01,2024-09-25,TECH-0040,1.84,Completed
WO-00016855,ASSET-002595,Corrective,2025-01-23,2025-02-18,TECH-0028,8.97,Completed
WO-00016856,ASSET-002595,Preventive,2025-07-23,,TECH-0045,30.2,In Progress
WO-00016857,ASSET-002596,Corrective,2025-05-17,2025-06-08,TECH-0018,28.93,Completed
WO-00016858,ASSET-002596,Inspection,2025-06-21,2025-07-11,TECH-0012,2.35,Completed
WO-00016859,ASSET-002596,Recall,2026-03-05,2026-03-17,TECH-0045,23.26,Completed
WO-00016860,ASSET-002597,Corrective,2025-10-16,,TECH-0027,0.77,In Progress
WO-00016861,ASSET-002597,Corrective,2023-02-19,2023-03-09,TECH-0006,5.39,Completed
WO-00016862,ASSET-002597,Inspection,2023-05-11,2023-06-06,TECH-0005,24.71,Completed
WO-00016863,ASSET-002597,Corrective,2023-11-09,2023-11-13,TECH-0046,30.49,Completed
WO-00016864,ASSET-002598,Inspection,2025-09-28,2025-10-28,TECH-0011,32.77,Completed
WO-00016865,ASSET-002598,Corrective,2023-07-03,,TECH-0025,16.22,Open
WO-00016866,ASSET-002598,Corrective,2026-02-14,2026-02-27,TECH-0011,39.48,Completed
WO-00016867,ASSET-002598,Inspection,2025-08-28,2025-09-06,TECH-0003,19.43,Completed
WO-00016868,ASSET-002598,Corrective,2025-10-06,2025-11-05,TECH-0043,22.33,Completed
WO-00016869,ASSET-002598,Recall,2024-06-19,2024-06-27,TECH-0027,25.14,Completed
WO-00016870,ASSET-002598,Preventive,2026-01-28,2026-02-04,TECH-0046,26.21,Completed
WO-00016871,ASSET-002598,Preventive,2024-03-12,2024-04-10,TECH-0004,1.57,Completed
WO-00016872,ASSET-002598,Recall,2026-06-13,2026-07-04,TECH-0015,2.7,Completed
WO-00016873,ASSET-002598,Corrective,2025-08-24,2025-09-23,TECH-0011,27.2,Completed
WO-00016874,ASSET-002598,Inspection,2025-07-05,2025-07-08,TECH-0029,33.13,Completed
WO-00016875,ASSET-002598,Preventive,2026-12-09,,TECH-0048,23.12,In Progress
WO-00016876,ASSET-002599,Corrective,2024-02-13,2024-02-24,TECH-0010,9.71,Completed
WO-00016877,ASSET-002599,Preventive,2025-04-15,,TECH-0004,32.9,In Progress
WO-00016878,ASSET-002599,Corrective,2025-04-10,,TECH-0000,27.4,Open
WO-00016879,ASSET-002599,Preventive,2025-06-21,2025-07-19,TECH-0031,7.96,Completed
WO-00016880,ASSET-002600,Preventive,2026-03-18,2026-03-21,TECH-0009,26.49,Completed
WO-00016881,ASSET-002600,Corrective,2026-06-27,2026-07-21,TECH-0035,13.67,Completed
WO-00016882,ASSET-002600,Corrective,2023-08-12,2023-09-08,TECH-0021,12.46,Completed
WO-00016883,ASSET-002600,Preventive,2023-02-26,2023-03-20,TECH-0021,30.31,Completed
WO-00016884,ASSET-002601,Corrective,2024-12-14,,TECH-0038,12.98,In Progress
WO-00016885,ASSET-002601,Corrective,2024-04-05,,TECH-0011,3.91,In Progress
WO-00016886,ASSET-002601,Corrective,2023-08-18,2023-09-16,TECH-0041,27.11,Completed
WO-00016887,ASSET-002601,Corrective,2026-01-03,2026-01-04,TECH-0025,26.34,Completed
WO-00016888,ASSET-002601,Corrective,2024-12-01,,TECH-0015,2.56,In Progress
WO-00016889,ASSET-002601,Corrective,2024-07-18,2024-08-04,TECH-0030,24.17,Completed
WO-00016890,ASSET-002601,Corrective,2023-06-04,2023-06-30,TECH-0018,10.05,Completed
WO-00016891,ASSET-002601,Preventive,2025-03-22,2025-04-11,TECH-0001,22.1,Completed
WO-00016892,ASSET-002601,Corrective,2026-08-24,2026-08-27,TECH-0040,14.56,Completed
WO-00016893,ASSET-002601,Corrective,2024-08-18,,TECH-0033,30.51,In Progress
WO-00016894,ASSET-002602,Recall,2024-10-21,2024-11-08,TECH-0048,1.21,Completed
WO-00016895,ASSET-002602,Corrective,2025-01-09,2025-01-18,TECH-0045,20.33,Completed
WO-00016896,ASSET-002603,Preventive,2025-04-18,2025-04-26,TECH-0031,20.95,Completed
WO-00016897,ASSET-002603,Corrective,2026-04-04,2026-04-23,TECH-0016,20.94,Completed
WO-00016898,ASSET-002603,Recall,2024-06-13,2024-06-21,TECH-0039,37.33,Completed
WO-00016899,ASSET-002603,Recall,2024-11-23,2024-12-14,TECH-0035,31.06,Completed
WO-00016900,ASSET-002603,Preventive,2023-09-03,2023-09-18,TECH-0031,16.37,Completed
WO-00016901,ASSET-002603,Preventive,2023-09-09,2023-10-08,TECH-0049,17.42,Completed
WO-00016902,ASSET-002603,Preventive,2025-09-12,2025-09-16,TECH-0006,14.79,Completed
WO-00016903,ASSET-002603,Preventive,2026-10-09,2026-10-30,TECH-0041,25.73,Completed
WO-00016904,ASSET-002603,Corrective,2025-01-06,2025-01-22,TECH-0023,10.13,Completed
WO-00016905,ASSET-002603,Corrective,2024-09-22,2024-09-29,TECH-0021,3.11,Completed
WO-00016906,ASSET-002604,Preventive,2025-11-11,2025-11-21,TECH-0006,24.64,Completed
WO-00016907,ASSET-002604,Corrective,2024-10-01,2024-10-24,TECH-0049,5.5,Completed
WO-00016908,ASSET-002604,Recall,2026-11-12,2026-12-12,TECH-0002,38.98,Completed
WO-00016909,ASSET-002604,Corrective,2024-04-08,,TECH-0014,12.67,Open
WO-00016910,ASSET-002604,Recall,2025-05-12,2025-05-16,TECH-0042,13.52,Completed
WO-00016911,ASSET-002604,Preventive,2026-08-12,2026-08-28,TECH-0008,28.48,Completed
WO-00016912,ASSET-002604,Preventive,2023-09-21,2023-10-03,TECH-0003,28.52,Completed
WO-00016913,ASSET-002604,Preventive,2024-03-20,2024-04-03,TECH-0034,4.94,Completed
WO-00016914,ASSET-002604,Corrective,2023-12-06,,TECH-0007,11.06,In Progress
WO-00016915,ASSET-002605,Inspection,2026-05-23,2026-06-06,TECH-0043,26.43,Completed
WO-00016916,ASSET-002605,Inspection,2023-07-11,2023-07-14,TECH-0027,24.59,Completed
WO-00016917,ASSET-002605,Preventive,2025-12-26,,TECH-0013,39.55,Open
WO-00016918,ASSET-002605,Preventive,2024-05-04,,TECH-0037,20.57,In Progress
WO-00016919,ASSET-002605,Preventive,2025-09-14,2025-10-02,TECH-0039,7.3,Completed
WO-00016920,ASSET-002605,Preventive,2023-01-23,2023-02-10,TECH-0045,16.78,Completed
WO-00016921,ASSET-002605,Preventive,2026-03-04,2026-03-27,TECH-0048,12.31,Completed
WO-00016922,ASSET-002605,Preventive,2025-12-18,2025-12-21,TECH-0022,4.25,Completed
WO-00016923,ASSET-002605,Recall,2023-09-05,2023-09-15,TECH-0049,31.46,Completed
WO-00016924,ASSET-002605,Corrective,2024-06-20,2024-07-10,TECH-0019,16.54,Completed
WO-00016925,ASSET-002606,Corrective,2024-09-24,2024-10-24,TECH-0041,37.33,Completed
WO-00016926,ASSET-002606,Preventive,2023-10-23,2023-10-29,TECH-0036,29.45,Completed
WO-00016927,ASSET-002606,Preventive,2023-10-09,,TECH-0029,3.17,Open
WO-00016928,ASSET-002606,Preventive,2026-05-23,2026-06-02,TECH-0037,1.59,Completed
WO-00016929,ASSET-002606,Corrective,2023-04-28,2023-05-07,TECH-0016,34.02,Completed
WO-00016930,ASSET-002606,Corrective,2024-09-06,2024-10-04,TECH-0046,0.52,Completed
WO-00016931,ASSET-002607,Corrective,2023-05-18,2023-05-31,TECH-0017,9.02,Completed
WO-00016932,ASSET-002607,Corrective,2023-10-15,2023-10-25,TECH-0011,6.49,Completed
WO-00016933,ASSET-002607,Preventive,2023-07-16,2023-07-28,TECH-0042,30.65,Completed
